epoch,train_loss,train_perplexity,val_loss,val_perplexity
1,0.97659600095245,0.976750816344741,6.023570630971394,413.05081782447695
2,0.8729050394745453,0.8805558172260276,5.821552545321107,337.49562434374155
3,0.8476442971532947,0.8585935750351081,5.740918278042317,311.350185790028
4,0.8328897908313523,0.8460199788276798,5.696592374490595,297.8507060292121
5,0.8226926226497238,0.8374378539780428,5.6707193148255,290.2432355841618
6,0.8149234260343023,0.8309576347143653,5.652875222512555,285.11004327882324
7,0.8087035246714959,0.8258058302354236,5.640089286259418,281.4878503505272
8,0.8035772072124586,0.8215838358681175,5.629942494598222,278.64609351674613
9,0.7992691372895601,0.8180524403942692,5.621689229887297,276.3558176731131
10,0.7954447262717094,0.8149302285085612,5.615836677845746,274.7431545686924
11,0.7922719789659098,0.8123490740962412,5.611517201746035,273.55896745414384
12,0.7894416647505728,0.8100534026678039,5.608538058149964,272.7452087619657
13,0.7867933536724555,0.8079112297074564,5.605378450170979,271.88480081583367
14,0.7846391628050725,0.8061729208178715,5.603864476549622,271.47348583792905
15,0.7826048263633048,0.8045347615437811,5.602014384571859,270.97169923841415
16,0.7806433784884245,0.8029584482257002,5.600500669997771,270.5618357145674
17,0.7790474206541659,0.8016781392892403,5.6012190887497795,270.7562822495778
18,0.7776335687252679,0.800545624737817,5.600177438667864,270.474395785011
19,0.7760658845811464,0.7992917588614075,5.6010602958411715,270.7132914854001
20,0.7748092774361595,0.7982881168907552,5.599378409282921,270.2583651138248
21,0.7735456649295779,0.7972801505866267,5.600439731236553,270.54534851382584
22,0.7726017980726382,0.7965280714643548,5.59956525782367,270.30886721294644
23,0.7714162959002595,0.7955844608230948,5.600289099543913,270.50459887921363
24,0.7704549956383097,0.7948201264116724,5.599272971522889,270.22987117937197
25,0.7696256606590811,0.7941613082740747,5.599512725675478,270.2946676804455
26,0.7688139162184021,0.793516992781488,5.599931403424204,270.40785773682825
27,0.7680791643476376,0.7929342402440483,5.599951222380782,270.4132169915263
28,0.7673362871296078,0.7923454783562737,5.599667148445917,270.3364105548059
29,0.7665444923350372,0.7917184284837873,5.60061712462866,270.593345727986
30,0.766010398824995,0.7912957415155079,5.600077282005891,270.4473073289473
31,0.7652607739841264,0.7907028615013338,5.600883395467092,270.66540643843416
32,0.7646710564287267,0.7902367647297421,5.600911952015977,270.67313581870644
33,0.7640620779725169,0.7897557330202002,5.600872180131365,270.6623708520539
34,0.7634427864586326,0.7892668553247428,5.60105458261423,270.71174484334796
35,0.7631086011837258,0.789003170352212,5.60206715897296,270.98599998491005
36,0.7624902270421015,0.7885154817842815,5.602401551421182,271.076630809166
37,0.7620472350920826,0.788166295930479,5.603108847474853,271.268430061811
38,0.7615329411094995,0.7877611006254409,5.602113711868463,270.99861546149134
39,0.7610686150663432,0.7873954523535288,5.601658603239382,270.87530971400884
40,0.7607256190894032,0.7871254582868739,5.60258883439141,271.1274036000345
